,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,TIME-TO-EXPIRATION
11339,2024-07-03,2NDX,C,2024-12-20,16854 780,3879.66,53,170
11340,2024-07-03,2NDX,P,2024-12-20,16854 780,158.6268,53,170
11341,2024-07-03,2NDX,C,2024-12-20,16854 830,3879.615,21,170
11342,2024-07-03,2NDX,P,2024-12-20,16854 830,158.6304,21,170
11343,2024-07-03,2NDX,C,2024-12-20,16900 010,3838.843,8,170
11344,2024-07-03,2NDX,C,2024-12-20,16909 570,3830.225,16,170
11345,2024-07-03,2NDX,P,2024-12-20,16909 570,162.6622,16,170
11346,2024-07-03,2NDX,C,2024-12-20,16932 040,3810.0,64,170
11347,2024-07-03,2NDX,P,2024-12-20,16932 040,164.3667,64,170
11348,2024-07-03,2NDX,C,2024-12-20,16932 630,3809.47,25,170
11349,2024-07-03,2NDX,P,2024-12-20,16932 630,164.4128,25,170
11350,2024-07-03,2NDX,C,2024-12-20,16932 690,3809.416,63,170
11351,2024-07-03,2NDX,P,2024-12-20,16932 690,164.4176,63,170
11352,2024-07-03,2NDX,C,2024-12-20,17196 160,3573.84,21,170
11353,2024-07-03,2NDX,P,2024-12-20,17196 160,185.9683,21,170
11354,2024-07-03,2NDX,C,2024-12-20,17957 830,2911.585,452,170
11355,2024-07-03,2NDX,P,2024-12-20,17957 830,267.0485,452,170
11356,2024-07-03,2NDX,P,2024-12-20,18000 010,272.5668,15,170
11357,2024-07-03,2NDX,C,2024-12-20,18246 320,2670.015,29,170
11358,2024-07-03,2NDX,P,2024-12-20,18246 320,307.024,29,170
11359,2024-07-03,2NDX,C,2024-12-20,18299 580,2625.959,71,170
11360,2024-07-03,2NDX,P,2024-12-20,18299 580,314.9454,71,170
11361,2024-07-03,2NDX,C,2024-12-20,18316 930,2611.653,56,170
11362,2024-07-03,2NDX,P,2024-12-20,18316 930,317.5715,56,170
11363,2024-07-03,2NDX,C,2024-12-20,18389 600,2552.112,187,170
11364,2024-07-03,2NDX,P,2024-12-20,18389 600,328.9516,187,170
11365,2024-07-03,2NDX,C,2024-12-20,18708 250,2295.982,55,170
11366,2024-07-03,2NDX,P,2024-12-20,18708 250,383.8003,55,170
11367,2024-07-03,2NDX,C,2024-12-20,18731 580,2277.595,28,170
11368,2024-07-03,2NDX,P,2024-12-20,18731 580,388.1822,28,170
11369,2024-07-03,2NDX,C,2024-12-20,18782 960,2237.193,33,170
11370,2024-07-03,2NDX,P,2024-12-20,18782 960,397.9228,33,170
11371,2024-07-03,2NDX,C,2024-12-20,18929 830,2123.23,14,170
11372,2024-07-03,2NDX,P,2024-12-20,18929 830,427.2949,14,170
11373,2024-07-03,2NDX,C,2024-12-20,18974 650,2088.708,87,170
11374,2024-07-03,2NDX,P,2024-12-20,18974 650,436.5139,87,170
11375,2024-07-03,2NDX,C,2024-12-20,18981 880,2083.168,137,170
11376,2024-07-03,2NDX,P,2024-12-20,18981 880,438.0293,137,170
11377,2024-07-03,2NDX,C,2024-12-20,19031 170,2045.55,14,170
11378,2024-07-03,2NDX,P,2024-12-20,19031 170,448.5152,14,170
11379,2024-07-03,2NDX,C,2024-12-20,19290 420,1852.232,16,170
11380,2024-07-03,2NDX,P,2024-12-20,19290 420,508.2065,16,170
11381,2024-07-03,2NDX,C,2024-12-20,19372 280,1792.397,57,170
11382,2024-07-03,2NDX,C,2024-12-20,20262 130,1198.498,102,170
11383,2024-07-03,2NDX,P,2024-12-20,20262 130,802.7907,102,170
11384,2024-07-03,2RUT,C,2024-08-16,02000 010,74.5113,70,44
11385,2024-07-03,2RUT,C,2024-09-20,01747 980,308.1701,148,79
11386,2024-07-03,2RUT,P,2024-09-20,01747 980,5.5382,148,79
11387,2024-07-03,2RUT,C,2024-09-20,01828 570,233.0025,453,79
11388,2024-07-03,2RUT,P,2024-09-20,01828 570,10.0318,453,79
11389,2024-07-03,2RUT,C,2024-09-20,01904 310,166.8493,137,79
11390,2024-07-03,2RUT,P,2024-09-20,01904 310,18.7458,137,79
11391,2024-07-03,2RUT,C,2024-09-20,01912 840,159.8419,404,79
11392,2024-07-03,2RUT,P,2024-09-20,01912 840,20.1701,404,79
11393,2024-07-03,2RUT,C,2024-09-20,01976 610,111.1991,264,79
11394,2024-07-03,2RUT,P,2024-09-20,01976 610,34.5624,264,79
11395,2024-07-03,2RUT,C,2024-09-20,02000 010,95.3598,140,79
11396,2024-07-03,2RUT,C,2024-09-20,02021 000,82.3028,30,79
11397,2024-07-03,2RUT,P,2024-09-20,02021 000,49.5446,30,79
11398,2024-07-03,2RUT,C,2024-09-20,02022 000,81.7113,8,79
11399,2024-07-03,2RUT,P,2024-09-20,02022 000,49.9416,8,79
11400,2024-07-03,2RUT,C,2024-09-20,02024 000,80.5351,68,79
11401,2024-07-03,2RUT,P,2024-09-20,02024 000,50.7423,68,79
11402,2024-07-03,2RUT,C,2024-09-20,02028 000,78.2104,29,79
11403,2024-07-03,2RUT,P,2024-09-20,02028 000,52.3715,29,79
11404,2024-07-03,2RUT,C,2024-09-20,02028 980,77.6465,253,79
11405,2024-07-03,2RUT,P,2024-09-20,02028 980,52.7763,253,79
11406,2024-07-03,2RUT,C,2024-09-20,02034 000,74.7799,28,79
11407,2024-07-03,2RUT,P,2024-09-20,02034 000,54.8719,28,79
11408,2024-07-03,2RUT,C,2024-09-20,02034 620,74.4295,176,79
11409,2024-07-03,2RUT,P,2024-09-20,02034 620,55.1344,176,79
11410,2024-07-03,2RUT,C,2024-09-20,02036 670,73.2775,2983,79
11411,2024-07-03,2RUT,P,2024-09-20,02036 670,56.0087,2983,79
11412,2024-07-03,2RUT,C,2024-09-20,02037 000,73.093,149,79
11413,2024-07-03,2RUT,P,2024-09-20,02037 000,56.1504,149,79
11414,2024-07-03,2RUT,C,2024-09-20,02039 000,71.9801,30,79
11415,2024-07-03,2RUT,P,2024-09-20,02039 000,57.0144,30,79
11416,2024-07-03,2RUT,C,2024-09-20,02041 000,70.8829,198,79
11417,2024-07-03,2RUT,P,2024-09-20,02041 000,57.8943,198,79
11418,2024-07-03,2RUT,C,2024-09-20,02042 000,70.3411,21,79
11419,2024-07-03,2RUT,P,2024-09-20,02042 000,58.3409,21,79
11420,2024-07-03,2RUT,C,2024-09-20,02044 000,69.2646,30,79
11421,2024-07-03,2RUT,P,2024-09-20,02044 000,59.2413,30,79
11422,2024-07-03,2RUT,C,2024-09-20,02046 000,68.1976,99,79
11423,2024-07-03,2RUT,P,2024-09-20,02046 000,60.1513,99,79
11424,2024-07-03,2RUT,C,2024-09-20,02048 000,67.1402,63,79
11425,2024-07-03,2RUT,P,2024-09-20,02048 000,61.0709,63,79
11426,2024-07-03,2RUT,C,2024-09-20,02049 000,66.6151,36,79
11427,2024-07-03,2RUT,P,2024-09-20,02049 000,61.5342,36,79
11428,2024-07-03,2RUT,C,2024-09-20,02050 310,65.9309,247,79
11429,2024-07-03,2RUT,P,2024-09-20,02050 310,62.1449,247,79
11430,2024-07-03,2RUT,C,2024-09-20,02050 660,65.7489,222,79
11431,2024-07-03,2RUT,P,2024-09-20,02050 660,62.3089,222,79
11432,2024-07-03,2RUT,C,2024-09-20,02051 000,65.5723,10,79
11433,2024-07-03,2RUT,P,2024-09-20,02051 000,62.4684,10,79
11434,2024-07-03,2RUT,C,2024-09-20,02052 000,65.0546,10,79
11435,2024-07-03,2RUT,P,2024-09-20,02052 000,62.9392,10,79
11436,2024-07-03,2RUT,C,2024-09-20,02054 000,64.0265,1042,79
11437,2024-07-03,2RUT,P,2024-09-20,02054 000,63.888,1042,79
11438,2024-07-03,2RUT,C,2024-09-20,02057 000,62.5024,712,79
11439,2024-07-03,2RUT,P,2024-09-20,02057 000,65.3293,712,79
11440,2024-07-03,2RUT,C,2024-09-20,02061 000,60.5091,21,79
11441,2024-07-03,2RUT,P,2024-09-20,02061 000,67.2899,21,79
11442,2024-07-03,2RUT,C,2024-09-20,02079 390,51.8736,487,79
11443,2024-07-03,2RUT,P,2024-09-20,02079 390,76.8326,487,79
11444,2024-07-03,2RUT,C,2024-09-20,02080 650,51.3131,243,79
11445,2024-07-03,2RUT,P,2024-09-20,02080 650,77.5176,243,79
11446,2024-07-03,2RUT,C,2024-09-20,02080 680,51.2999,486,79
11447,2024-07-03,2RUT,P,2024-09-20,02080 680,77.534,486,79
11448,2024-07-03,2RUT,C,2024-09-20,02086 910,48.6029,485,79
11449,2024-07-03,2RUT,P,2024-09-20,02086 910,80.9952,485,79
11450,2024-07-03,2RUT,C,2024-09-20,02105 420,41.2385,481,79
11451,2024-07-03,2RUT,P,2024-09-20,02105 420,91.9274,481,79
11452,2024-07-03,2RUT,C,2024-09-20,02600 010,0.75,550,79
11453,2024-07-03,2RUT,P,2024-10-18,01700 000,7.2821,100,107
11454,2024-07-03,2RUT,P,2024-10-18,01800 000,13.2836,275,107
11455,2024-07-03,2RUT,C,2024-10-18,02100 000,59.2101,120,107
11456,2024-07-03,2RUT,C,2024-10-18,02350 000,7.2527,200,107
11457,2024-07-03,2RUT,C,2024-11-15,02100 000,73.3947,20,135
11458,2024-07-03,2RUT,P,2024-11-15,02150 000,134.481,70,135
11459,2024-07-03,2RUT,P,2024-11-15,02200 000,168.0638,150,135
11460,2024-07-03,2RUT,P,2024-12-20,00795 890,0.5871,125,170
11461,2024-07-03,2RUT,C,2024-12-20,01366 640,696.0724,188,170
11462,2024-07-03,2RUT,P,2024-12-20,01366 640,4.3896,188,170
11463,2024-07-03,2RUT,C,2024-12-20,01366 850,695.8705,432,170
11464,2024-07-03,2RUT,P,2024-12-20,01366 850,4.3925,432,170
11465,2024-07-03,2RUT,C,2024-12-20,01390 900,672.7636,495,170
11466,2024-07-03,2RUT,P,2024-12-20,01390 900,4.7568,495,170
11467,2024-07-03,2RUT,P,2024-12-20,01400 010,4.8997,900,170
11468,2024-07-03,2RUT,C,2024-12-20,01438 980,626.6012,170,170
11469,2024-07-03,2RUT,P,2024-12-20,01438 980,5.5169,170,170
11470,2024-07-03,2RUT,C,2024-12-20,01462 150,604.4041,670,170
11471,2024-07-03,2RUT,P,2024-12-20,01462 150,5.9321,670,170
11472,2024-07-03,2RUT,P,2024-12-20,01505 000,6.8216,195,170
11473,2024-07-03,2RUT,P,2024-12-20,01525 000,7.3265,250,170
11474,2024-07-03,2RUT,C,2024-12-20,01536 290,533.7414,192,170
11475,2024-07-03,2RUT,P,2024-12-20,01536 290,7.6246,192,170
11476,2024-07-03,2RUT,C,2024-12-20,01549 680,521.0402,320,170
11477,2024-07-03,2RUT,P,2024-12-20,01549 680,7.9911,320,170
11478,2024-07-03,2RUT,P,2024-12-20,01565 000,8.4804,100,170
11479,2024-07-03,2RUT,P,2024-12-20,01584 140,9.1296,161,170
11480,2024-07-03,2RUT,P,2024-12-20,01585 800,9.1879,199,170
11481,2024-07-03,2RUT,C,2024-12-20,01589 240,483.7512,124,170
11482,2024-07-03,2RUT,P,2024-12-20,01589 240,9.3098,124,170
11483,2024-07-03,2RUT,P,2024-12-20,01600 010,9.7004,550,170
11484,2024-07-03,2RUT,P,2024-12-20,01601 000,9.7418,325,170
11485,2024-07-03,2RUT,P,2024-12-20,01611 860,10.2061,132,170
11486,2024-07-03,2RUT,P,2024-12-20,01625 000,10.7947,550,170
11487,2024-07-03,2RUT,C,2024-12-20,01643 890,432.8017,123,170
11488,2024-07-03,2RUT,P,2024-12-20,01643 890,11.6946,123,170
11489,2024-07-03,2RUT,P,2024-12-20,01661 570,12.6504,162,170
11490,2024-07-03,2RUT,P,2024-12-20,01689 390,14.3488,470,170
11491,2024-07-03,2RUT,P,2024-12-20,01700 010,15.0507,490,170
11492,2024-07-03,2RUT,P,2024-12-20,01703 790,15.3331,500,170
11493,2024-07-03,2RUT,P,2024-12-20,01725 000,17.0096,175,170
11494,2024-07-03,2RUT,C,2024-12-20,01730 950,353.6518,302,170
11495,2024-07-03,2RUT,P,2024-12-20,01730 950,17.509,302,170
11496,2024-07-03,2RUT,C,2024-12-20,01734 310,350.6607,90,170
11497,2024-07-03,2RUT,P,2024-12-20,01734 310,17.797,90,170
11498,2024-07-03,2RUT,P,2024-12-20,01763 250,20.5491,160,170
11499,2024-07-03,2RUT,C,2024-12-20,01764 920,323.7156,296,170
11500,2024-07-03,2RUT,P,2024-12-20,01764 920,20.725,296,170
11501,2024-07-03,2RUT,C,2024-12-20,01766 620,322.237,295,170
11502,2024-07-03,2RUT,P,2024-12-20,01766 620,20.9055,295,170
11503,2024-07-03,2RUT,C,2024-12-20,01773 000,316.7008,170,170
11504,2024-07-03,2RUT,P,2024-12-20,01773 000,21.5957,170,170
11505,2024-07-03,2RUT,C,2024-12-20,01796 190,296.7544,806,170
11506,2024-07-03,2RUT,P,2024-12-20,01796 190,24.2811,806,170
11507,2024-07-03,2RUT,C,2024-12-20,01798 000,295.2097,298,170
11508,2024-07-03,2RUT,P,2024-12-20,01798 000,24.5028,298,170
11509,2024-07-03,2RUT,P,2024-12-20,01800 010,24.7513,125,170
11510,2024-07-03,2RUT,C,2024-12-20,01802 200,291.6489,3200,170
11511,2024-07-03,2RUT,P,2024-12-20,01802 200,25.0409,3200,170
11512,2024-07-03,2RUT,C,2024-12-20,01802 550,291.3538,377,170
11513,2024-07-03,2RUT,P,2024-12-20,01802 550,25.0874,377,170
11514,2024-07-03,2RUT,C,2024-12-20,01803 120,290.8735,803,170
11515,2024-07-03,2RUT,P,2024-12-20,01803 120,25.1634,803,170
11516,2024-07-03,2RUT,C,2024-12-20,01803 700,290.385,290,170
11517,2024-07-03,2RUT,P,2024-12-20,01803 700,25.2409,290,170
11518,2024-07-03,2RUT,C,2024-12-20,01804 510,289.7031,435,170
11519,2024-07-03,2RUT,P,2024-12-20,01804 510,25.3496,435,170
11520,2024-07-03,2RUT,C,2024-12-20,01807 540,287.156,585,170
11521,2024-07-03,2RUT,P,2024-12-20,01807 540,25.7595,585,170
11522,2024-07-03,2RUT,C,2024-12-20,01807 650,287.0637,1159,170
11523,2024-07-03,2RUT,P,2024-12-20,01807 650,25.7745,1159,170
11524,2024-07-03,2RUT,C,2024-12-20,01812 700,282.8318,289,170
11525,2024-07-03,2RUT,P,2024-12-20,01812 700,26.4711,289,170
11526,2024-07-03,2RUT,C,2024-12-20,01814 010,281.7367,463,170
11527,2024-07-03,2RUT,P,2024-12-20,01814 010,26.6545,463,170
11528,2024-07-03,2RUT,C,2024-12-20,01817 680,278.6748,288,170
11529,2024-07-03,2RUT,P,2024-12-20,01817 680,27.1742,288,170
11530,2024-07-03,2RUT,C,2024-12-20,01820 640,276.2117,116,170
11531,2024-07-03,2RUT,P,2024-12-20,01820 640,27.5999,116,170
11532,2024-07-03,2RUT,C,2024-12-20,01827 070,270.8815,161,170
11533,2024-07-03,2RUT,P,2024-12-20,01827 070,28.5448,161,170
11534,2024-07-03,2RUT,C,2024-12-20,01828 570,269.642,287,170
11535,2024-07-03,2RUT,P,2024-12-20,01828 570,28.7693,287,170
11536,2024-07-03,2RUT,C,2024-12-20,01829 110,269.1962,574,170
11537,2024-07-03,2RUT,P,2024-12-20,01829 110,28.8505,574,170
11538,2024-07-03,2RUT,C,2024-12-20,01830 280,268.231,573,170
11539,2024-07-03,2RUT,P,2024-12-20,01830 280,29.0271,573,170
11540,2024-07-03,2RUT,C,2024-12-20,01830 660,267.9177,286,170
11541,2024-07-03,2RUT,P,2024-12-20,01830 660,29.0846,286,170
11542,2024-07-03,2RUT,C,2024-12-20,01831 080,267.5716,574,170
11543,2024-07-03,2RUT,P,2024-12-20,01831 080,29.1484,574,170
11544,2024-07-03,2RUT,C,2024-12-20,01831 770,267.0032,861,170
11545,2024-07-03,2RUT,P,2024-12-20,01831 770,29.2534,861,170
11546,2024-07-03,2RUT,C,2024-12-20,01832 290,266.575,572,170
11547,2024-07-03,2RUT,P,2024-12-20,01832 290,29.3327,572,170
11548,2024-07-03,2RUT,C,2024-12-20,01832 600,266.3199,286,170
11549,2024-07-03,2RUT,P,2024-12-20,01832 600,29.3801,286,170
11550,2024-07-03,2RUT,C,2024-12-20,01834 490,264.7657,172,170
11551,2024-07-03,2RUT,P,2024-12-20,01834 490,29.6704,172,170
11552,2024-07-03,2RUT,C,2024-12-20,01835 410,264.0101,289,170
11553,2024-07-03,2RUT,P,2024-12-20,01835 410,29.8127,289,170
11554,2024-07-03,2RUT,C,2024-12-20,01836 900,262.7876,286,170
11555,2024-07-03,2RUT,P,2024-12-20,01836 900,30.0443,286,170
11556,2024-07-03,2RUT,C,2024-12-20,01836 910,262.7794,285,170
11557,2024-07-03,2RUT,P,2024-12-20,01836 910,30.0459,285,170
11558,2024-07-03,2RUT,C,2024-12-20,01837 230,262.5171,343,170
11559,2024-07-03,2RUT,P,2024-12-20,01837 230,30.0959,343,170
11560,2024-07-03,2RUT,C,2024-12-20,01839 400,260.7401,171,170
11561,2024-07-03,2RUT,P,2024-12-20,01839 400,30.4366,171,170
11562,2024-07-03,2RUT,C,2024-12-20,01842 700,258.0441,146,170
11563,2024-07-03,2RUT,P,2024-12-20,01842 700,30.9612,146,170
11564,2024-07-03,2RUT,C,2024-12-20,01848 250,253.5279,988,170
11565,2024-07-03,2RUT,P,2024-12-20,01848 250,31.8614,988,170
11566,2024-07-03,2RUT,C,2024-12-20,01857 310,246.2663,84,170
11567,2024-07-03,2RUT,P,2024-12-20,01857 310,33.4416,84,170
11568,2024-07-03,2RUT,C,2024-12-20,01857 780,245.8921,141,170
11569,2024-07-03,2RUT,P,2024-12-20,01857 780,33.5262,141,170
11570,2024-07-03,2RUT,P,2024-12-20,01858 950,33.7374,242,170
11571,2024-07-03,2RUT,C,2024-12-20,01860 790,243.5003,845,170
11572,2024-07-03,2RUT,P,2024-12-20,01860 790,34.0719,845,170
11573,2024-07-03,2RUT,C,2024-12-20,01861 390,243.0244,538,170
11574,2024-07-03,2RUT,P,2024-12-20,01861 390,34.1816,538,170
11575,2024-07-03,2RUT,C,2024-12-20,01864 450,240.6022,141,170
11576,2024-07-03,2RUT,P,2024-12-20,01864 450,34.7457,141,170
11577,2024-07-03,2RUT,C,2024-12-20,01864 620,240.4678,289,170
11578,2024-07-03,2RUT,P,2024-12-20,01864 620,34.7772,289,170
11579,2024-07-03,2RUT,C,2024-12-20,01866 580,238.9207,1127,170
11580,2024-07-03,2RUT,P,2024-12-20,01866 580,35.143,1127,170
11581,2024-07-03,2RUT,C,2024-12-20,01867 230,238.4084,1410,170
11582,2024-07-03,2RUT,P,2024-12-20,01867 230,35.265,1410,170
11583,2024-07-03,2RUT,C,2024-12-20,01870 480,235.8521,418,170
11584,2024-07-03,2RUT,P,2024-12-20,01870 480,35.8804,418,170
11585,2024-07-03,2RUT,C,2024-12-20,01870 820,235.5852,140,170
11586,2024-07-03,2RUT,P,2024-12-20,01870 820,35.9453,140,170
11587,2024-07-03,2RUT,C,2024-12-20,01873 830,233.2266,426,170
11588,2024-07-03,2RUT,P,2024-12-20,01873 830,36.5243,426,170
11589,2024-07-03,2RUT,C,2024-12-20,01874 290,232.8669,630,170
11590,2024-07-03,2RUT,P,2024-12-20,01874 290,36.6135,630,170
11591,2024-07-03,2RUT,C,2024-12-20,01874 730,232.523,112,170
11592,2024-07-03,2RUT,P,2024-12-20,01874 730,36.699,112,170
11593,2024-07-03,2RUT,C,2024-12-20,01875 670,231.7888,172,170
11594,2024-07-03,2RUT,P,2024-12-20,01875 670,36.8822,172,170
11595,2024-07-03,2RUT,C,2024-12-20,01876 230,231.3517,394,170
11596,2024-07-03,2RUT,P,2024-12-20,01876 230,36.9916,394,170
11597,2024-07-03,2RUT,C,2024-12-20,01876 810,230.8994,140,170
11598,2024-07-03,2RUT,P,2024-12-20,01876 810,37.1054,140,170
11599,2024-07-03,2RUT,C,2024-12-20,01884 780,224.7138,559,170
11600,2024-07-03,2RUT,P,2024-12-20,01884 780,38.6979,559,170
11601,2024-07-03,2RUT,C,2024-12-20,01885 550,224.1192,279,170
11602,2024-07-03,2RUT,P,2024-12-20,01885 550,38.8547,279,170
11603,2024-07-03,2RUT,C,2024-12-20,01885 880,223.8645,558,170
11604,2024-07-03,2RUT,P,2024-12-20,01885 880,38.9222,558,170
11605,2024-07-03,2RUT,C,2024-12-20,01889 070,221.4079,112,170
11606,2024-07-03,2RUT,P,2024-12-20,01889 070,39.5788,112,170
11607,2024-07-03,2RUT,C,2024-12-20,01889 640,220.97,834,170
11608,2024-07-03,2RUT,P,2024-12-20,01889 640,39.6971,834,170
11609,2024-07-03,2RUT,C,2024-12-20,01900 010,213.0548,750,170
11610,2024-07-03,2RUT,P,2024-12-20,01900 010,41.9022,50,170
11611,2024-07-03,2RUT,C,2024-12-20,01902 600,211.113,838,170
11612,2024-07-03,2RUT,P,2024-12-20,01902 600,42.4881,838,170
11613,2024-07-03,2RUT,C,2024-12-20,01903 810,210.2081,193,170
11614,2024-07-03,2RUT,P,2024-12-20,01903 810,42.7641,193,170
11615,2024-07-03,2RUT,C,2024-12-20,01904 230,209.8943,138,170
11616,2024-07-03,2RUT,P,2024-12-20,01904 230,42.8602,138,170
11617,2024-07-03,2RUT,C,2024-12-20,01904 290,209.8495,138,170
11618,2024-07-03,2RUT,P,2024-12-20,01904 290,42.874,138,170
11619,2024-07-03,2RUT,C,2024-12-20,01905 600,208.8722,1495,170
11620,2024-07-03,2RUT,P,2024-12-20,01905 600,43.1751,1495,170
11621,2024-07-03,2RUT,C,2024-12-20,01907 960,207.1158,2488,170
11622,2024-07-03,2RUT,P,2024-12-20,01907 960,43.7219,2488,170
11623,2024-07-03,2RUT,C,2024-12-20,01908 070,207.0341,277,170
11624,2024-07-03,2RUT,P,2024-12-20,01908 070,43.7475,277,170
11625,2024-07-03,2RUT,C,2024-12-20,01914 610,202.1973,190,170
11626,2024-07-03,2RUT,P,2024-12-20,01914 610,45.2933,190,170
11627,2024-07-03,2RUT,C,2024-12-20,01914 710,202.1237,542,170
11628,2024-07-03,2RUT,P,2024-12-20,01914 710,45.3173,542,170
11629,2024-07-03,2RUT,C,2024-12-20,01922 410,196.4868,823,170
11630,2024-07-03,2RUT,P,2024-12-20,01922 410,47.1951,823,170
11631,2024-07-03,2RUT,C,2024-12-20,01924 570,194.9168,165,170
11632,2024-07-03,2RUT,P,2024-12-20,01924 570,47.7331,165,170
11633,2024-07-03,2RUT,C,2024-12-20,01927 930,192.4845,728,170
11634,2024-07-03,2RUT,P,2024-12-20,01927 930,48.5799,728,170
11635,2024-07-03,2RUT,C,2024-12-20,01929 710,191.2009,279,170
11636,2024-07-03,2RUT,P,2024-12-20,01929 710,49.0334,279,170
11637,2024-07-03,2RUT,C,2024-12-20,01931 370,190.0069,164,170
11638,2024-07-03,2RUT,P,2024-12-20,01931 370,49.4594,164,170
11639,2024-07-03,2RUT,P,2024-12-20,01935 000,50.4016,50,170
11640,2024-07-03,2RUT,C,2024-12-20,01935 440,187.0921,1359,170
11641,2024-07-03,2RUT,P,2024-12-20,01935 440,50.5167,1359,170
11642,2024-07-03,2RUT,C,2024-12-20,01936 270,186.5,1358,170
11643,2024-07-03,2RUT,P,2024-12-20,01936 270,50.7346,1358,170
11644,2024-07-03,2RUT,C,2024-12-20,01936 340,186.4501,815,170
11645,2024-07-03,2RUT,P,2024-12-20,01936 340,50.753,815,170
11646,2024-07-03,2RUT,C,2024-12-20,01940 440,183.5364,109,170
11647,2024-07-03,2RUT,P,2024-12-20,01940 440,51.8406,109,170
11648,2024-07-03,2RUT,C,2024-12-20,01941 540,182.7579,218,170
11649,2024-07-03,2RUT,P,2024-12-20,01941 540,52.1356,218,170
11650,2024-07-03,2RUT,C,2024-12-20,01948 150,178.1083,351,170
11651,2024-07-03,2RUT,P,2024-12-20,01948 150,53.937,351,170
11652,2024-07-03,2RUT,C,2024-12-20,01952 700,174.9558,812,170
11653,2024-07-03,2RUT,P,2024-12-20,01952 700,55.2248,812,170
11654,2024-07-03,2RUT,C,2024-12-20,01953 740,174.2415,216,170
11655,2024-07-03,2RUT,P,2024-12-20,01953 740,55.5256,216,170
11656,2024-07-03,2RUT,C,2024-12-20,01956 590,172.2909,269,170
11657,2024-07-03,2RUT,P,2024-12-20,01956 590,56.3564,269,170
11658,2024-07-03,2RUT,C,2024-12-20,01959 150,170.5471,135,170
11659,2024-07-03,2RUT,P,2024-12-20,01959 150,57.1109,135,170
11660,2024-07-03,2RUT,C,2024-12-20,01961 700,168.8179,1073,170
11661,2024-07-03,2RUT,P,2024-12-20,01961 700,57.8704,1073,170
11662,2024-07-03,2RUT,C,2024-12-20,01965 050,166.5582,1926,170
11663,2024-07-03,2RUT,P,2024-12-20,01965 050,58.88,1926,170
11664,2024-07-03,2RUT,C,2024-12-20,01968 990,163.9181,134,170
11665,2024-07-03,2RUT,P,2024-12-20,01968 990,60.0851,134,170
11666,2024-07-03,2RUT,C,2024-12-20,01972 870,161.3369,536,170
11667,2024-07-03,2RUT,P,2024-12-20,01972 870,61.2904,536,170
11668,2024-07-03,2RUT,C,2024-12-20,01975 620,159.5187,105,170
11669,2024-07-03,2RUT,P,2024-12-20,01975 620,62.156,105,170
11670,2024-07-03,2RUT,C,2024-12-20,01977 450,158.314,256,170
11671,2024-07-03,2RUT,P,2024-12-20,01977 450,62.7373,256,170
11672,2024-07-03,2RUT,C,2024-12-20,01978 410,157.6837,291,170
11673,2024-07-03,2RUT,P,2024-12-20,01978 410,63.0439,291,170
11674,2024-07-03,2RUT,C,2024-12-20,01980 920,156.0413,374,170
11675,2024-07-03,2RUT,P,2024-12-20,01980 920,63.8511,374,170
11676,2024-07-03,2RUT,P,2024-12-20,01981 060,63.8963,159,170
11677,2024-07-03,2RUT,P,2024-12-20,01982 500,64.3632,420,170
11678,2024-07-03,2RUT,C,2024-12-20,01985 350,153.1619,267,170
11679,2024-07-03,2RUT,P,2024-12-20,01985 350,65.2951,267,170
11680,2024-07-03,2RUT,C,2024-12-20,01988 040,151.4257,320,170
11681,2024-07-03,2RUT,P,2024-12-20,01988 040,66.1841,320,170
11682,2024-07-03,2RUT,C,2024-12-20,01988 330,151.2391,930,170
11683,2024-07-03,2RUT,P,2024-12-20,01988 330,66.2805,930,170
11684,2024-07-03,2RUT,C,2024-12-20,01989 590,150.4296,664,170
11685,2024-07-03,2RUT,P,2024-12-20,01989 590,66.7006,664,170
11686,2024-07-03,2RUT,C,2024-12-20,01989 760,150.3204,635,170
11687,2024-07-03,2RUT,P,2024-12-20,01989 760,66.7574,635,170
11688,2024-07-03,2RUT,C,2024-12-20,01990 060,150.1281,130,170
11689,2024-07-03,2RUT,P,2024-12-20,01990 060,66.8578,130,170
11690,2024-07-03,2RUT,C,2024-12-20,01990 740,149.6924,104,170
11691,2024-07-03,2RUT,P,2024-12-20,01990 740,67.0858,104,170
11692,2024-07-03,2RUT,C,2024-12-20,01992 980,148.2615,789,170
11693,2024-07-03,2RUT,P,2024-12-20,01992 980,67.841,789,170
11694,2024-07-03,2RUT,C,2024-12-20,01999 850,143.9138,527,170
11695,2024-07-03,2RUT,P,2024-12-20,01999 850,70.1978,527,170
11696,2024-07-03,2RUT,C,2024-12-20,02000 010,143.8134,1106,170
11697,2024-07-03,2RUT,P,2024-12-20,02000 010,70.2536,1106,170
11698,2024-07-03,2RUT,C,2024-12-20,02000 060,143.7824,526,170
11699,2024-07-03,2RUT,P,2024-12-20,02000 060,70.2714,526,170
11700,2024-07-03,2RUT,P,2024-12-20,02001 000,70.6072,250,170
11701,2024-07-03,2RUT,P,2024-12-20,02002 000,70.9658,225,170
11702,2024-07-03,2RUT,C,2024-12-20,02009 210,138.1725,264,170
11703,2024-07-03,2RUT,P,2024-12-20,02009 210,73.5912,264,170
11704,2024-07-03,2RUT,C,2024-12-20,02013 920,135.3291,102,170
