,"SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE"
6080,"2SPX,C,12 18 2026,04254 370,1523.188,77,04/01/2024"
6081,"2SPX,P,12 18 2026,04254 370,168.788,77,04/01/2024"
6082,"2SPX,C,12 18 2026,04258 400,1520.192,235,04/01/2024"
6083,"2SPX,P,12 18 2026,04258 400,169.3727,235,04/01/2024"
6084,"2SPX,C,12 18 2026,04264 170,1515.905,313,04/01/2024"
6085,"2SPX,P,12 18 2026,04264 170,170.2126,313,04/01/2024"
6086,"2SPX,C,12 18 2026,04264 440,1515.705,105,04/01/2024"
6087,"2SPX,P,12 18 2026,04264 440,170.2519,105,04/01/2024"
6088,"2SPX,C,12 18 2026,04265 050,1515.252,65,04/01/2024"
6089,"2SPX,P,12 18 2026,04265 050,170.3409,65,04/01/2024"
6090,"2SPX,C,12 18 2026,04265 180,1515.155,117,04/01/2024"
6091,"2SPX,P,12 18 2026,04265 180,170.3599,117,04/01/2024"
6092,"2SPX,C,12 18 2026,04269 740,1511.77,65,04/01/2024"
6093,"2SPX,P,12 18 2026,04269 740,171.0264,65,04/01/2024"
6094,"2SPX,C,12 18 2026,04269 830,1511.703,58,04/01/2024"
6095,"2SPX,P,12 18 2026,04269 830,171.0395,58,04/01/2024"
6096,"2SPX,C,12 18 2026,04270 280,1511.369,38,04/01/2024"
6097,"2SPX,P,12 18 2026,04270 280,171.1054,38,04/01/2024"
6098,"2SPX,C,12 18 2026,04270 420,1511.265,291,04/01/2024"
6099,"2SPX,P,12 18 2026,04270 420,171.1259,291,04/01/2024"
6100,"2SPX,C,12 18 2026,04270 750,1511.02,118,04/01/2024"
6101,"2SPX,P,12 18 2026,04270 750,171.1743,118,04/01/2024"
6102,"2SPX,C,12 18 2026,04280 350,1503.901,63,04/01/2024"
6103,"2SPX,P,12 18 2026,04280 350,172.5848,63,04/01/2024"
6104,"2SPX,C,12 18 2026,04285 400,1500.159,105,04/01/2024"
6105,"2SPX,P,12 18 2026,04285 400,173.3304,105,04/01/2024"
6106,"2SPX,C,12 18 2026,04286 850,1499.085,235,04/01/2024"
6107,"2SPX,P,12 18 2026,04286 850,173.5449,235,04/01/2024"
6108,"2SPX,C,12 18 2026,04289 100,1497.42,235,04/01/2024"
6109,"2SPX,P,12 18 2026,04289 100,173.8783,235,04/01/2024"
6110,"2SPX,C,12 18 2026,04292 890,1494.615,280,04/01/2024"
6111,"2SPX,P,12 18 2026,04292 890,174.4409,280,04/01/2024"
6112,"2SPX,C,12 18 2026,04295 600,1492.61,75,04/01/2024"
6113,"2SPX,P,12 18 2026,04295 600,174.8439,75,04/01/2024"
6114,"2SPX,C,12 18 2026,04296 600,1491.87,177,04/01/2024"
6115,"2SPX,P,12 18 2026,04296 600,174.9929,177,04/01/2024"
6116,"2SPX,P,12 18 2026,04300 010,175.5017,175,04/01/2024"
6117,"2SPX,C,12 18 2026,04301 200,1488.472,75,04/01/2024"
6118,"2SPX,P,12 18 2026,04301 200,175.6817,75,04/01/2024"
6119,"2SPX,C,12 18 2026,04301 260,1488.427,51,04/01/2024"
6120,"2SPX,P,12 18 2026,04301 260,175.6908,51,04/01/2024"
6121,"2SPX,C,12 18 2026,04304 570,1485.988,209,04/01/2024"
6122,"2SPX,P,12 18 2026,04304 570,176.1929,209,04/01/2024"
6123,"2SPX,C,12 18 2026,04305 230,1485.502,151,04/01/2024"
6124,"2SPX,P,12 18 2026,04305 230,176.2932,151,04/01/2024"
6125,"2SPX,C,12 18 2026,04308 670,1482.969,256,04/01/2024"
6126,"2SPX,P,12 18 2026,04308 670,176.8164,256,04/01/2024"
6127,"2SPX,C,12 18 2026,04310 980,1481.268,1,04/01/2024"
6128,"2SPX,C,12 18 2026,04312 200,1480.37,124,04/01/2024"
6129,"2SPX,P,12 18 2026,04312 200,177.3545,124,04/01/2024"
6130,"2SPX,C,12 18 2026,04319 770,1474.802,126,04/01/2024"
6131,"2SPX,P,12 18 2026,04319 770,178.5128,126,04/01/2024"
6132,"2SPX,C,12 18 2026,04320 640,1474.163,34,04/01/2024"
6133,"2SPX,P,12 18 2026,04320 640,178.6462,34,04/01/2024"
6134,"2SPX,C,12 18 2026,04323 400,1472.135,197,04/01/2024"
6135,"2SPX,P,12 18 2026,04323 400,179.0703,197,04/01/2024"
6136,"2SPX,C,12 18 2026,04332 810,1465.225,129,04/01/2024"
6137,"2SPX,P,12 18 2026,04332 810,180.5217,129,04/01/2024"
6138,"2SPX,C,12 18 2026,04333 750,1464.535,129,04/01/2024"
6139,"2SPX,P,12 18 2026,04333 750,180.6671,129,04/01/2024"
6140,"2SPX,C,12 18 2026,04334 570,1463.933,64,04/01/2024"
6141,"2SPX,P,12 18 2026,04334 570,180.7941,64,04/01/2024"
6142,"2SPX,C,12 18 2026,04337 550,1461.748,756,04/01/2024"
6143,"2SPX,P,12 18 2026,04337 550,181.2562,756,04/01/2024"
6144,"2SPX,C,12 18 2026,04343 100,1457.679,125,04/01/2024"
6145,"2SPX,P,12 18 2026,04343 100,182.1191,125,04/01/2024"
6146,"2SPX,C,12 18 2026,04343 320,1457.518,79,04/01/2024"
6147,"2SPX,P,12 18 2026,04343 320,182.1533,79,04/01/2024"
6148,"2SPX,C,12 18 2026,04343 340,1457.503,68,04/01/2024"
6149,"2SPX,P,12 18 2026,04343 340,182.1565,68,04/01/2024"
6150,"2SPX,C,12 18 2026,04343 350,1457.496,65,04/01/2024"
6151,"2SPX,P,12 18 2026,04343 350,182.158,65,04/01/2024"
6152,"2SPX,C,12 18 2026,04346 810,1454.961,130,04/01/2024"
6153,"2SPX,P,12 18 2026,04346 810,182.6977,130,04/01/2024"
6154,"2SPX,C,12 18 2026,04349 940,1452.669,173,04/01/2024"
6155,"2SPX,P,12 18 2026,04349 940,183.1869,173,04/01/2024"
6156,"2SPX,C,12 18 2026,04350 400,1452.333,26,04/01/2024"
6157,"2SPX,P,12 18 2026,04350 400,183.2589,26,04/01/2024"
6158,"2SPX,C,12 18 2026,04353 470,1450.086,63,04/01/2024"
6159,"2SPX,P,12 18 2026,04353 470,183.74,63,04/01/2024"
6160,"2SPX,C,12 18 2026,04356 870,1447.599,130,04/01/2024"
6161,"2SPX,P,12 18 2026,04356 870,184.2738,130,04/01/2024"
6162,"2SPX,C,12 18 2026,04363 070,1443.066,159,04/01/2024"
6163,"2SPX,P,12 18 2026,04363 070,185.2503,159,04/01/2024"
6164,"2SPX,C,12 18 2026,04366 000,1440.926,50,04/01/2024"
6165,"2SPX,P,12 18 2026,04366 000,185.7132,50,04/01/2024"
6166,"2SPX,C,12 18 2026,04368 060,1439.421,176,04/01/2024"
6167,"2SPX,P,12 18 2026,04368 060,186.0392,176,04/01/2024"
6168,"2SPX,C,12 18 2026,04374 930,1434.407,136,04/01/2024"
6169,"2SPX,P,12 18 2026,04374 930,187.1295,136,04/01/2024"
6170,"2SPX,C,12 18 2026,04380 300,1430.491,125,04/01/2024"
6171,"2SPX,P,12 18 2026,04380 300,187.9852,125,04/01/2024"
6172,"2SPX,C,12 18 2026,04382 550,1428.852,57,04/01/2024"
6173,"2SPX,P,12 18 2026,04382 550,188.3445,57,04/01/2024"
6174,"2SPX,C,12 18 2026,04382 890,1428.604,188,04/01/2024"
6175,"2SPX,P,12 18 2026,04382 890,188.3988,188,04/01/2024"
6176,"2SPX,C,12 18 2026,04383 720,1427.999,63,04/01/2024"
6177,"2SPX,P,12 18 2026,04383 720,188.5316,63,04/01/2024"
6178,"2SPX,C,12 18 2026,04385 220,1426.906,59,04/01/2024"
6179,"2SPX,P,12 18 2026,04385 220,188.7718,59,04/01/2024"
6180,"2SPX,C,12 18 2026,04385 380,1426.79,313,04/01/2024"
6181,"2SPX,P,12 18 2026,04385 380,188.7974,313,04/01/2024"
6182,"2SPX,C,12 18 2026,04391 050,1422.662,248,04/01/2024"
6183,"2SPX,P,12 18 2026,04391 050,189.7071,248,04/01/2024"
6184,"2SPX,C,12 18 2026,04400 010,1416.145,40,04/01/2024"
6185,"2SPX,P,12 18 2026,04400 010,191.1517,87,04/01/2024"
6186,"2SPX,P,12 18 2026,04401 000,191.3139,125,04/01/2024"
6187,"2SPX,C,12 18 2026,04402 600,1414.269,62,04/01/2024"
6188,"2SPX,P,12 18 2026,04402 600,191.5768,62,04/01/2024"
6189,"2SPX,C,12 18 2026,04412 970,1406.764,123,04/01/2024"
6190,"2SPX,P,12 18 2026,04412 970,193.2863,123,04/01/2024"
6191,"2SPX,C,12 18 2026,04415 530,1404.913,91,04/01/2024"
6192,"2SPX,P,12 18 2026,04415 530,193.71,91,04/01/2024"
6193,"2SPX,C,12 18 2026,04416 210,1404.421,91,04/01/2024"
6194,"2SPX,P,12 18 2026,04416 210,193.8227,91,04/01/2024"
6195,"2SPX,C,12 18 2026,04417 150,1403.742,200,04/01/2024"
6196,"2SPX,P,12 18 2026,04417 150,193.9786,200,04/01/2024"
6197,"2SPX,C,12 18 2026,04421 430,1400.65,116,04/01/2024"
6198,"2SPX,P,12 18 2026,04421 430,194.6895,116,04/01/2024"
6199,"2SPX,C,12 18 2026,04423 500,1399.155,152,04/01/2024"
6200,"2SPX,P,12 18 2026,04423 500,195.0341,152,04/01/2024"
6201,"2SPX,C,12 18 2026,04425 750,1397.531,116,04/01/2024"
6202,"2SPX,P,12 18 2026,04425 750,195.4091,116,04/01/2024"
6203,"2SPX,C,12 18 2026,04425 800,1397.495,116,04/01/2024"
6204,"2SPX,P,12 18 2026,04425 800,195.4174,116,04/01/2024"
6205,"2SPX,C,12 18 2026,04427 500,1396.268,62,04/01/2024"
6206,"2SPX,P,12 18 2026,04427 500,195.7012,62,04/01/2024"
6207,"2SPX,C,12 18 2026,04429 560,1394.782,124,04/01/2024"
6208,"2SPX,P,12 18 2026,04429 560,196.0454,124,04/01/2024"
6209,"2SPX,C,12 18 2026,04430 340,1394.219,124,04/01/2024"
6210,"2SPX,P,12 18 2026,04430 340,196.1758,124,04/01/2024"
6211,"2SPX,C,12 18 2026,04431 600,1393.311,118,04/01/2024"
6212,"2SPX,P,12 18 2026,04431 600,196.3867,118,04/01/2024"
6213,"2SPX,C,12 18 2026,04432 820,1392.431,295,04/01/2024"
6214,"2SPX,P,12 18 2026,04432 820,196.5912,295,04/01/2024"
6215,"2SPX,C,12 18 2026,04437 500,1389.058,128,04/01/2024"
6216,"2SPX,P,12 18 2026,04437 500,197.3766,128,04/01/2024"
6217,"2SPX,C,12 18 2026,04437 780,1388.857,127,04/01/2024"
6218,"2SPX,P,12 18 2026,04437 780,197.4237,127,04/01/2024"
6219,"2SPX,C,12 18 2026,04439 670,1387.495,128,04/01/2024"
6220,"2SPX,P,12 18 2026,04439 670,197.7416,128,04/01/2024"
6221,"2SPX,C,12 18 2026,04440 330,1387.02,444,04/01/2024"
6222,"2SPX,P,12 18 2026,04440 330,197.8528,444,04/01/2024"
6223,"2SPX,C,12 18 2026,04442 790,1385.249,117,04/01/2024"
6224,"2SPX,P,12 18 2026,04442 790,198.2674,117,04/01/2024"
6225,"2SPX,C,12 18 2026,04442 920,1385.155,58,04/01/2024"
6226,"2SPX,P,12 18 2026,04442 920,198.2893,58,04/01/2024"
6227,"2SPX,C,12 18 2026,04446 760,1382.392,135,04/01/2024"
6228,"2SPX,P,12 18 2026,04446 760,198.9379,135,04/01/2024"
6229,"2SPX,C,12 18 2026,04447 440,1381.902,59,04/01/2024"
6230,"2SPX,P,12 18 2026,04447 440,199.053,59,04/01/2024"
6231,"2SPX,C,12 18 2026,04449 970,1380.083,368,04/01/2024"
6232,"2SPX,P,12 18 2026,04449 970,199.4813,368,04/01/2024"
6233,"2SPX,P,12 18 2026,04450 000,199.4864,380,04/01/2024"
6234,"2SPX,C,12 18 2026,04451 000,1379.342,30,04/01/2024"
6235,"2SPX,C,12 18 2026,04454 790,1376.618,112,04/01/2024"
6236,"2SPX,P,12 18 2026,04454 790,200.2995,112,04/01/2024"
6237,"2SPX,C,12 18 2026,04456 020,1375.735,73,04/01/2024"
6238,"2SPX,P,12 18 2026,04456 020,200.5087,73,04/01/2024"
6239,"2SPX,C,12 18 2026,04463 920,1370.063,48,04/01/2024"
6240,"2SPX,P,12 18 2026,04463 920,201.8564,48,04/01/2024"
6241,"2SPX,C,12 18 2026,04464 420,1369.704,140,04/01/2024"
6242,"2SPX,P,12 18 2026,04464 420,201.9419,140,04/01/2024"
6243,"2SPX,C,12 18 2026,04469 900,1365.774,111,04/01/2024"
6244,"2SPX,P,12 18 2026,04469 900,202.8811,111,04/01/2024"
6245,"2SPX,C,12 18 2026,04470 590,1365.279,20,04/01/2024"
6246,"2SPX,P,12 18 2026,04470 590,202.9995,20,04/01/2024"
6247,"2SPX,C,12 18 2026,04473 450,1363.23,138,04/01/2024"
6248,"2SPX,P,12 18 2026,04473 450,203.4913,138,04/01/2024"
6249,"2SPX,C,12 18 2026,04475 980,1361.418,125,04/01/2024"
6250,"2SPX,P,12 18 2026,04475 980,203.927,125,04/01/2024"
6251,"2SPX,C,12 18 2026,04480 170,1358.418,61,04/01/2024"
6252,"2SPX,P,12 18 2026,04480 170,204.6503,61,04/01/2024"
6253,"2SPX,C,12 18 2026,04490 000,1351.388,25,04/01/2024"
6254,"2SPX,C,12 18 2026,04490 320,1351.159,230,04/01/2024"
6255,"2SPX,P,12 18 2026,04490 320,206.4105,230,04/01/2024"
6256,"2SPX,C,12 18 2026,04490 630,1350.938,183,04/01/2024"
6257,"2SPX,P,12 18 2026,04490 630,206.4644,183,04/01/2024"
6258,"2SPX,C,12 18 2026,04491 260,1350.488,112,04/01/2024"
6259,"2SPX,P,12 18 2026,04491 260,206.574,112,04/01/2024"
6260,"2SPX,C,12 18 2026,04492 340,1349.716,89,04/01/2024"
6261,"2SPX,P,12 18 2026,04492 340,206.7622,89,04/01/2024"
6262,"2SPX,C,12 18 2026,04492 450,1349.638,290,04/01/2024"
6263,"2SPX,P,12 18 2026,04492 450,206.7814,290,04/01/2024"
6264,"2SPX,C,12 18 2026,04500 010,1344.241,70,04/01/2024"
6265,"2SPX,P,12 18 2026,04500 010,208.1019,30,04/01/2024"
6266,"2SPX,C,12 18 2026,04500 720,1343.735,124,04/01/2024"
6267,"2SPX,P,12 18 2026,04500 720,208.2268,124,04/01/2024"
6268,"2SPX,C,12 18 2026,04501 810,1342.959,100,04/01/2024"
6269,"2SPX,P,12 18 2026,04501 810,208.419,100,04/01/2024"
6270,"2SPX,C,12 18 2026,04502 320,1342.595,261,04/01/2024"
6271,"2SPX,P,12 18 2026,04502 320,208.509,261,04/01/2024"
6272,"2SPX,C,12 18 2026,04504 620,1340.958,46,04/01/2024"
6273,"2SPX,P,12 18 2026,04504 620,208.9151,46,04/01/2024"
6274,"2SPX,C,12 18 2026,04505 170,1340.566,138,04/01/2024"
6275,"2SPX,P,12 18 2026,04505 170,209.0123,138,04/01/2024"
6276,"2SPX,C,12 18 2026,04507 090,1339.2,57,04/01/2024"
6277,"2SPX,P,12 18 2026,04507 090,209.352,57,04/01/2024"
6278,"2SPX,C,12 18 2026,04513 770,1334.449,121,04/01/2024"
6279,"2SPX,P,12 18 2026,04513 770,210.5368,121,04/01/2024"
6280,"2SPX,C,12 18 2026,04514 620,1333.845,241,04/01/2024"
6281,"2SPX,P,12 18 2026,04514 620,210.6878,241,04/01/2024"
6282,"2SPX,C,12 18 2026,04516 350,1332.616,99,04/01/2024"
6283,"2SPX,P,12 18 2026,04516 350,210.9958,99,04/01/2024"
6284,"2SPX,C,12 18 2026,04528 550,1323.957,60,04/01/2024"
6285,"2SPX,P,12 18 2026,04528 550,213.1766,60,04/01/2024"
6286,"2SPX,C,12 18 2026,04531 580,1321.809,137,04/01/2024"
6287,"2SPX,P,12 18 2026,04531 580,213.721,137,04/01/2024"
6288,"2SPX,C,12 18 2026,04534 760,1319.555,34,04/01/2024"
6289,"2SPX,P,12 18 2026,04534 760,214.2934,34,04/01/2024"
6290,"2SPX,C,12 18 2026,04534 870,1319.478,631,04/01/2024"
6291,"2SPX,P,12 18 2026,04534 870,214.3132,631,04/01/2024"
6292,"2SPX,C,12 18 2026,04535 250,1319.208,158,04/01/2024"
6293,"2SPX,P,12 18 2026,04535 250,214.3817,158,04/01/2024"
6294,"2SPX,C,12 18 2026,04535 270,1319.194,34,04/01/2024"
6295,"2SPX,P,12 18 2026,04535 270,214.3853,34,04/01/2024"
6296,"2SPX,C,12 18 2026,04538 040,1317.233,453,04/01/2024"
6297,"2SPX,P,12 18 2026,04538 040,214.8851,453,04/01/2024"
6298,"2SPX,C,12 18 2026,04538 820,1316.681,241,04/01/2024"
6299,"2SPX,P,12 18 2026,04538 820,215.0259,241,04/01/2024"
6300,"2SPX,C,12 18 2026,04539 060,1316.511,139,04/01/2024"
6301,"2SPX,P,12 18 2026,04539 060,215.0693,139,04/01/2024"
6302,"2SPX,C,12 18 2026,04540 950,1315.173,120,04/01/2024"
6303,"2SPX,P,12 18 2026,04540 950,215.411,120,04/01/2024"
6304,"2SPX,C,12 18 2026,04541 280,1314.939,72,04/01/2024"
6305,"2SPX,P,12 18 2026,04541 280,215.4707,72,04/01/2024"
6306,"2SPX,C,12 18 2026,04541 400,1314.855,77,04/01/2024"
6307,"2SPX,C,12 18 2026,04542 940,1313.765,121,04/01/2024"
6308,"2SPX,P,12 18 2026,04542 940,215.7713,121,04/01/2024"
6309,"2SPX,C,12 18 2026,04543 100,1313.652,116,04/01/2024"
6310,"2SPX,P,12 18 2026,04543 100,215.8003,116,04/01/2024"
6311,"2SPX,C,12 18 2026,04547 410,1310.604,74,04/01/2024"
6312,"2SPX,P,12 18 2026,04547 410,216.5822,74,04/01/2024"
6313,"2SPX,C,12 18 2026,04550 290,1308.569,168,04/01/2024"
6314,"2SPX,P,12 18 2026,04550 290,217.1059,168,04/01/2024"
6315,"2SPX,C,12 18 2026,04551 950,1307.396,96,04/01/2024"
6316,"2SPX,P,12 18 2026,04551 950,217.4081,96,04/01/2024"
6317,"2SPX,C,12 18 2026,04553 070,1306.605,226,04/01/2024"
6318,"2SPX,P,12 18 2026,04553 070,217.6123,226,04/01/2024"
6319,"2SPX,C,12 18 2026,04553 790,1306.097,119,04/01/2024"
6320,"2SPX,P,12 18 2026,04553 790,217.7437,119,04/01/2024"
6321,"2SPX,C,12 18 2026,04562 600,1299.88,80,04/01/2024"
6322,"2SPX,P,12 18 2026,04562 600,219.3554,80,04/01/2024"
6323,"2SPX,C,12 18 2026,04563 310,1299.38,228,04/01/2024"
6324,"2SPX,P,12 18 2026,04563 310,219.4856,228,04/01/2024"
6325,"2SPX,C,12 18 2026,04563 980,1298.907,360,04/01/2024"
6326,"2SPX,P,12 18 2026,04563 980,219.6086,360,04/01/2024"
6327,"2SPX,C,12 18 2026,04566 720,1296.976,241,04/01/2024"
6328,"2SPX,P,12 18 2026,04566 720,220.1122,241,04/01/2024"
6329,"2SPX,C,12 18 2026,04566 830,1296.899,120,04/01/2024"
6330,"2SPX,P,12 18 2026,04566 830,220.1324,120,04/01/2024"
6331,"2SPX,C,12 18 2026,04566 880,1296.864,123,04/01/2024"
6332,"2SPX,P,12 18 2026,04566 880,220.1416,123,04/01/2024"
6333,"2SPX,C,12 18 2026,04570 890,1294.039,120,04/01/2024"
6334,"2SPX,P,12 18 2026,04570 890,220.8804,120,04/01/2024"
6335,"2SPX,C,12 18 2026,04581 540,1286.547,173,04/01/2024"
6336,"2SPX,P,12 18 2026,04581 540,222.8514,173,04/01/2024"
6337,"2SPX,C,12 18 2026,04585 000,1284.116,1,04/01/2024"
6338,"2SPX,C,12 18 2026,04586 370,1283.154,59,04/01/2024"
6339,"2SPX,P,12 18 2026,04586 370,223.7498,59,04/01/2024"
6340,"2SPX,C,12 18 2026,04592 450,1278.887,59,04/01/2024"
6341,"2SPX,P,12 18 2026,04592 450,224.8846,59,04/01/2024"
6342,"2SPX,C,12 18 2026,04593 270,1278.311,60,04/01/2024"
6343,"2SPX,P,12 18 2026,04593 270,225.038,60,04/01/2024"
6344,"2SPX,C,12 18 2026,04593 500,1278.15,119,04/01/2024"
6345,"2SPX,P,12 18 2026,04593 500,225.081,119,04/01/2024"
6346,"2SPX,C,12 18 2026,04600 010,1273.587,60,04/01/2024"
6347,"2SPX,P,12 18 2026,04600 010,226.3019,375,04/01/2024"
6348,"2SPX,C,12 18 2026,04603 140,1271.396,119,04/01/2024"
6349,"2SPX,P,12 18 2026,04603 140,226.892,119,04/01/2024"
6350,"2SPX,C,12 18 2026,04606 690,1268.912,44,04/01/2024"
6351,"2SPX,P,12 18 2026,04606 690,227.5629,44,04/01/2024"
6352,"2SPX,C,12 18 2026,04608 850,1267.402,33,04/01/2024"
6353,"2SPX,P,12 18 2026,04608 850,227.9718,33,04/01/2024"
6354,"2SPX,C,12 18 2026,04610 720,1266.095,67,04/01/2024"
6355,"2SPX,P,12 18 2026,04610 720,228.3262,67,04/01/2024"
6356,"2SPX,C,12 18 2026,04611 030,1265.878,120,04/01/2024"
6357,"2SPX,P,12 18 2026,04611 030,228.385,120,04/01/2024"
6358,"2SPX,C,12 18 2026,04611 130,1265.808,246,04/01/2024"
6359,"2SPX,P,12 18 2026,04611 130,228.404,246,04/01/2024"
6360,"2SPX,C,12 18 2026,04613 750,1263.978,110,04/01/2024"
6361,"2SPX,P,12 18 2026,04613 750,228.9015,110,04/01/2024"
6362,"2SPX,C,12 18 2026,04613 950,1263.838,329,04/01/2024"
6363,"2SPX,P,12 18 2026,04613 950,228.9395,329,04/01/2024"
6364,"2SPX,C,12 18 2026,04618 010,1261.003,83,04/01/2024"
6365,"2SPX,P,12 18 2026,04618 010,229.7121,83,04/01/2024"
6366,"2SPX,C,12 18 2026,04621 260,1258.735,71,04/01/2024"
6367,"2SPX,P,12 18 2026,04621 260,230.332,71,04/01/2024"
6368,"2SPX,C,12 18 2026,04622 450,1257.905,118,04/01/2024"
6369,"2SPX,P,12 18 2026,04622 450,230.5594,118,04/01/2024"
6370,"2SPX,C,12 18 2026,04631 350,1251.703,141,04/01/2024"
6371,"2SPX,P,12 18 2026,04631 350,232.2649,141,04/01/2024"
6372,"2SPX,C,12 18 2026,04632 350,1251.006,483,04/01/2024"
6373,"2SPX,P,12 18 2026,04632 350,232.4571,483,04/01/2024"
6374,"2SPX,C,12 18 2026,04650 260,1238.557,241,04/01/2024"
6375,"2SPX,P,12 18 2026,04650 260,235.9211,241,04/01/2024"
6376,"2SPX,C,12 18 2026,04651 070,1237.994,360,04/01/2024"
6377,"2SPX,P,12 18 2026,04651 070,236.0785,360,04/01/2024"
6378,"2SPX,C,12 18 2026,04652 310,1237.134,120,04/01/2024"
6379,"2SPX,P,12 18 2026,04652 310,236.3199,120,04/01/2024"
6380,"2SPX,C,12 18 2026,04652 560,1236.96,222,04/01/2024"
6381,"2SPX,P,12 18 2026,04652 560,236.3686,222,04/01/2024"
6382,"2SPX,C,12 18 2026,04653 340,1236.42,280,04/01/2024"
6383,"2SPX,P,12 18 2026,04653 340,236.5208,280,04/01/2024"
6384,"2SPX,C,12 18 2026,04659 900,1231.872,59,04/01/2024"
6385,"2SPX,P,12 18 2026,04659 900,237.8018,59,04/01/2024"
6386,"2SPX,C,12 18 2026,04659 940,1231.844,108,04/01/2024"
6387,"2SPX,P,12 18 2026,04659 940,237.8096,108,04/01/2024"
6388,"2SPX,C,12 18 2026,04667 790,1226.409,188,04/01/2024"
6389,"2SPX,P,12 18 2026,04667 790,239.3498,188,04/01/2024"
6390,"2SPX,C,12 18 2026,04690 930,1210.433,143,04/01/2024"
6391,"2SPX,P,12 18 2026,04690 930,243.9346,143,04/01/2024"
6392,"2SPX,C,12 18 2026,04692 610,1209.276,116,04/01/2024"
6393,"2SPX,P,12 18 2026,04692 610,244.27,116,04/01/2024"
6394,"2SPX,C,12 18 2026,04698 560,1205.18,86,04/01/2024"
6395,"2SPX,P,12 18 2026,04698 560,245.4611,86,04/01/2024"
6396,"2SPX,C,12 18 2026,04703 540,1201.76,454,04/01/2024"
6397,"2SPX,P,12 18 2026,04703 540,246.4659,454,04/01/2024"
6398,"2SPX,C,12 18 2026,04713 910,1194.652,215,04/01/2024"
6399,"2SPX,P,12 18 2026,04713 910,248.5723,215,04/01/2024"
6400,"2SPX,C,12 18 2026,04717 120,1192.455,43,04/01/2024"
6401,"2SPX,P,12 18 2026,04717 120,249.2271,43,04/01/2024"
6402,"2SPX,C,12 18 2026,04718 450,1191.545,55,04/01/2024"
6403,"2SPX,P,12 18 2026,04718 450,249.4989,55,04/01/2024"
6404,"2SPX,C,12 18 2026,04724 910,1187.128,234,04/01/2024"
6405,"2SPX,P,12 18 2026,04724 910,250.8218,234,04/01/2024"
6406,"2SPX,C,12 18 2026,04739 140,1177.417,77,04/01/2024"
6407,"2SPX,P,12 18 2026,04739 140,253.7551,77,04/01/2024"
6408,"2SPX,C,12 18 2026,04744 260,1173.929,650,04/01/2024"
6409,"2SPX,P,12 18 2026,04744 260,254.8169,650,04/01/2024"
6410,"2SPX,C,12 18 2026,04744 320,1173.889,44,04/01/2024"
6411,"2SPX,P,12 18 2026,04744 320,254.8294,44,04/01/2024"
6412,"2SPX,C,12 18 2026,04757 840,1164.696,118,04/01/2024"
6413,"2SPX,P,12 18 2026,04757 840,257.65,118,04/01/2024"
6414,"2SPX,C,12 18 2026,04758 710,1164.105,107,04/01/2024"
6415,"2SPX,P,12 18 2026,04758 710,257.8322,107,04/01/2024"
6416,"2SPX,C,12 18 2026,04761 830,1161.988,94,04/01/2024"
6417,"2SPX,P,12 18 2026,04761 830,258.4869,94,04/01/2024"
6418,"2SPX,C,12 18 2026,04762 230,1161.716,118,04/01/2024"
6419,"2SPX,P,12 18 2026,04762 230,258.5709,118,04/01/2024"
6420,"2SPX,C,12 18 2026,04763 110,1161.119,283,04/01/2024"
6421,"2SPX,P,12 18 2026,04763 110,258.7558,283,04/01/2024"
6422,"2SPX,C,12 18 2026,04765 360,1159.593,236,04/01/2024"
6423,"2SPX,P,12 18 2026,04765 360,259.2291,236,04/01/2024"
6424,"2SPX,C,12 18 2026,04766 480,1158.834,47,04/01/2024"
6425,"2SPX,P,12 18 2026,04766 480,259.465,47,04/01/2024"
6426,"2SPX,C,12 18 2026,04781 090,1148.944,56,04/01/2024"
6427,"2SPX,P,12 18 2026,04781 090,262.5566,56,04/01/2024"
6428,"2SPX,C,12 18 2026,04781 310,1148.795,56,04/01/2024"
6429,"2SPX,P,12 18 2026,04781 310,262.6032,56,04/01/2024"
6430,"2SPX,C,12 18 2026,04781 830,1148.444,53,04/01/2024"
6431,"2SPX,P,12 18 2026,04781 830,262.7137,53,04/01/2024"
6432,"2SPX,C,12 18 2026,04788 800,1143.736,159,04/01/2024"
6433,"2SPX,P,12 18 2026,04788 800,264.1994,159,04/01/2024"
6434,"2SPX,C,12 18 2026,04790 880,1142.333,43,04/01/2024"
6435,"2SPX,P,12 18 2026,04790 880,264.6439,43,04/01/2024"
6436,"2SPX,C,12 18 2026,04791 320,1142.036,106,04/01/2024"
6437,"2SPX,P,12 18 2026,04791 320,264.738,106,04/01/2024"
6438,"2SPX,C,12 18 2026,04791 400,1141.982,64,04/01/2024"
6439,"2SPX,P,12 18 2026,04791 400,264.7551,64,04/01/2024"
6440,"2SPX,C,12 18 2026,04795 710,1139.076,117,04/01/2024"
6441,"2SPX,P,12 18 2026,04795 710,265.6785,117,04/01/2024"
6442,"2SPX,P,12 18 2026,04800 010,266.6022,50,04/01/2024"
6443,"2SPX,C,12 18 2026,04810 870,1128.874,175,04/01/2024"
6444,"2SPX,P,12 18 2026,04810 870,268.9472,175,04/01/2024"
6445,"2SPX,C,12 18 2026,04824 180,1119.943,114,04/01/2024"
6446,"2SPX,P,12 18 2026,04824 180,271.8429,114,04/01/2024"
