,Unnamed: 0.1,Unnamed: 0,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,TIME-TO-EXPIRATION,IV
10152,10152,10152,2024-05-10,2DJX,P,2024-12-20,262.81,0.5538,360,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9595929963160355
10153,10153,10153,2024-05-10,2DJX,C,2024-12-20,264.12,136.3801,1700,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10154,10154,10154,2024-05-10,2DJX,P,2024-12-20,264.12,0.5713,1700,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9621019886967468
10155,10155,10155,2024-05-10,2DJX,C,2024-12-20,265.31,135.2437,1614,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10156,10156,10156,2024-05-10,2DJX,P,2024-12-20,265.31,0.5872,1614,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9642822442618515
10157,10157,10157,2024-05-10,2DJX,C,2024-12-20,265.89,134.6898,893,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10158,10158,10158,2024-05-10,2DJX,P,2024-12-20,265.89,0.595,893,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9653251091651203
10159,10159,10159,2024-05-10,2DJX,C,2024-12-20,266.52,134.0882,579,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10160,10160,10160,2024-05-10,2DJX,P,2024-12-20,266.52,0.6034,579,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9664154031154115
10161,10161,10161,2024-05-10,2DJX,C,2024-12-20,268.0,132.6749,1062,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10162,10162,10162,2024-05-10,2DJX,P,2024-12-20,268.0,0.6232,1062,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9689008882584613
10163,10163,10163,2024-05-10,2DJX,C,2024-12-20,270.26,130.5167,1100,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10164,10164,10164,2024-05-10,2DJX,P,2024-12-20,270.26,0.6534,1100,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9724505949186115
10165,10165,10165,2024-05-10,2DJX,C,2024-12-20,270.91,129.896,2113,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10166,10166,10166,2024-05-10,2DJX,P,2024-12-20,270.91,0.6621,2113,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9734250172429761
10167,10167,10167,2024-05-10,2DJX,C,2024-12-20,271.05,129.7623,1233,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10168,10168,10168,2024-05-10,2DJX,P,2024-12-20,271.05,0.664,1233,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9736382817488245
10169,10169,10169,2024-05-10,2DJX,C,2024-12-20,271.08,129.7337,528,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10170,10170,10170,2024-05-10,2DJX,P,2024-12-20,271.08,0.6644,528,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.973682157653055
10171,10171,10171,2024-05-10,2DJX,C,2024-12-20,271.75,129.0939,1078,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10172,10172,10172,2024-05-10,2DJX,P,2024-12-20,271.75,0.6733,1078,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9746426890726558
10173,10173,10173,2024-05-10,2DJX,C,2024-12-20,273.52,127.4036,715,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10174,10174,10174,2024-05-10,2DJX,P,2024-12-20,273.52,0.697,715,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9771207206567467
10175,10175,10175,2024-05-10,2DJX,C,2024-12-20,276.52,124.5388,1721,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10176,10176,10176,2024-05-10,2DJX,P,2024-12-20,276.52,0.7372,1721,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9810055128607182
10177,10177,10177,2024-05-10,2DJX,C,2024-12-20,280.54,120.7001,1738,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10178,10178,10178,2024-05-10,2DJX,P,2024-12-20,280.54,0.7911,1738,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9856462258279959
10179,10179,10179,2024-05-10,2DJX,C,2024-12-20,287.31,114.2353,1334,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10180,10180,10180,2024-05-10,2DJX,P,2024-12-20,287.31,0.8818,1334,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9921828873034058
10181,10181,10181,2024-05-10,2DJX,C,2024-12-20,288.67,112.9366,678,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10182,10182,10182,2024-05-10,2DJX,P,2024-12-20,288.67,0.9001,678,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9933433981374338
10183,10183,10183,2024-05-10,2DJX,C,2024-12-20,291.0,110.7118,1322,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10184,10184,10184,2024-05-10,2DJX,P,2024-12-20,291.0,0.9314,1322,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,1.9952047424722288
10185,10185,10185,2024-05-10,2DJX,P,2024-12-20,301.0,1.0739,950,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.0030160526003056
10186,10186,10186,2024-05-10,2DJX,C,2024-12-20,309.84,92.8141,3408,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10187,10187,10187,2024-05-10,2DJX,P,2024-12-20,309.84,1.277,3408,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.018907275134171
10188,10188,10188,2024-05-10,2DJX,C,2024-12-20,326.81,76.8924,3080,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10189,10189,10189,2024-05-10,2DJX,P,2024-12-20,326.81,1.7877,3080,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.053369368573116
10190,10190,10190,2024-05-10,2DJX,P,2024-12-20,330.01,1.9001,900,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.0599099442045308
10191,10191,10191,2024-05-10,2DJX,C,2024-12-20,330.67,73.298,885,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10192,10192,10192,2024-05-10,2DJX,P,2024-12-20,330.67,1.9309,885,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.0619433286561155
10193,10193,10193,2024-05-10,2DJX,C,2024-12-20,333.87,70.3555,729,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10194,10194,10194,2024-05-10,2DJX,P,2024-12-20,333.87,2.0871,729,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.0719202692133085
10195,10195,10195,2024-05-10,2DJX,C,2024-12-20,336.28,68.1413,868,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10196,10196,10196,2024-05-10,2DJX,P,2024-12-20,336.28,2.2065,868,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.079024789640007
10197,10197,10197,2024-05-10,2DJX,C,2024-12-20,336.4,68.031,2032,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10198,10198,10198,2024-05-10,2DJX,P,2024-12-20,336.4,2.2125,2032,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.07937134090321
10199,10199,10199,2024-05-10,2DJX,C,2024-12-20,338.52,66.084,1010,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10200,10200,10200,2024-05-10,2DJX,P,2024-12-20,338.52,2.3183,1010,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.0852968033232147
10201,10201,10201,2024-05-10,2DJX,C,2024-12-20,338.66,65.9556,575,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10202,10202,10202,2024-05-10,2DJX,P,2024-12-20,338.66,2.3255,575,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.0856946592936527
10203,10203,10203,2024-05-10,2DJX,C,2024-12-20,341.46,63.3994,2306,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10204,10204,10204,2024-05-10,2DJX,P,2024-12-20,341.46,2.4805,2306,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.094242993328598
10205,10205,10205,2024-05-10,2DJX,C,2024-12-20,344.66,60.4984,733,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10206,10206,10206,2024-05-10,2DJX,P,2024-12-20,344.66,2.6781,733,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1048323168984386
10207,10207,10207,2024-05-10,2DJX,C,2024-12-20,345.61,59.6431,1824,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10208,10208,10208,2024-05-10,2DJX,P,2024-12-20,345.61,2.7428,1824,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.108256410438952
10209,10209,10209,2024-05-10,2DJX,C,2024-12-20,346.52,58.8269,1499,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10210,10210,10210,2024-05-10,2DJX,P,2024-12-20,346.52,2.8077,1499,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1116681106866126
10211,10211,10211,2024-05-10,2DJX,C,2024-12-20,347.16,58.2537,1512,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10212,10212,10212,2024-05-10,2DJX,P,2024-12-20,347.16,2.8543,1512,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1140855958886706
10213,10213,10213,2024-05-10,2DJX,C,2024-12-20,347.61,57.8512,1537,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10214,10214,10214,2024-05-10,2DJX,P,2024-12-20,347.61,2.8875,1537,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1157909913698614
10215,10215,10215,2024-05-10,2DJX,C,2024-12-20,347.7,57.7707,615,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10216,10216,10216,2024-05-10,2DJX,P,2024-12-20,347.7,2.8942,615,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1161338153735803
10217,10217,10217,2024-05-10,2DJX,C,2024-12-20,348.05,57.4579,306,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10218,10218,10218,2024-05-10,2DJX,P,2024-12-20,348.05,2.9203,306,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.117462050427238
10219,10219,10219,2024-05-10,2DJX,C,2024-12-20,349.41,56.2446,763,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10220,10220,10220,2024-05-10,2DJX,P,2024-12-20,349.41,3.024,763,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.122661539318137
10221,10221,10221,2024-05-10,2DJX,C,2024-12-20,349.79,55.9063,2131,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10222,10222,10222,2024-05-10,2DJX,P,2024-12-20,349.79,3.0535,2131,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1241159581442264
10223,10223,10223,2024-05-10,2DJX,C,2024-12-20,350.01,55.7107,1450,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10224,10224,10224,2024-05-10,2DJX,C,2024-12-20,350.55,55.2435,1405,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10225,10225,10225,2024-05-10,2DJX,P,2024-12-20,350.55,3.1267,1405,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1279406492068396
10226,10226,10226,2024-05-10,2DJX,C,2024-12-20,351.74,54.2171,4451,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10227,10227,10227,2024-05-10,2DJX,P,2024-12-20,351.74,3.2526,4451,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1344928533070253
10228,10228,10228,2024-05-10,2DJX,C,2024-12-20,351.8,54.1654,7419,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10229,10229,10229,2024-05-10,2DJX,P,2024-12-20,351.8,3.259,7419,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.134820002838856
10230,10230,10230,2024-05-10,2DJX,C,2024-12-20,351.9,54.0794,1491,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10231,10231,10231,2024-05-10,2DJX,P,2024-12-20,351.9,3.2698,1491,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.135372561206921
10232,10232,10232,2024-05-10,2DJX,C,2024-12-20,353.04,53.1009,5912,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10233,10233,10233,2024-05-10,2DJX,P,2024-12-20,353.04,3.3952,5912,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1416929908031324
10234,10234,10234,2024-05-10,2DJX,C,2024-12-20,353.21,52.9553,5911,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10235,10235,10235,2024-05-10,2DJX,P,2024-12-20,353.21,3.4143,5911,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1426411778200913
10236,10236,10236,2024-05-10,2DJX,C,2024-12-20,355.46,51.0369,2922,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10237,10237,10237,2024-05-10,2DJX,P,2024-12-20,355.46,3.6746,2922,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.155172870987235
10238,10238,10238,2024-05-10,2DJX,C,2024-12-20,355.58,50.9348,1474,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10239,10239,10239,2024-05-10,2DJX,P,2024-12-20,355.58,3.6887,1474,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1558296108385777
10240,10240,10240,2024-05-10,2DJX,C,2024-12-20,356.36,50.2735,1180,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10241,10241,10241,2024-05-10,2DJX,P,2024-12-20,356.36,3.7827,1180,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.1601770632246375
10242,10242,10242,2024-05-10,2DJX,C,2024-12-20,359.14,47.929,2930,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10243,10243,10243,2024-05-10,2DJX,P,2024-12-20,359.14,4.1301,2930,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.175535281312135
10244,10244,10244,2024-05-10,2DJX,C,2024-12-20,359.16,47.9122,3660,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10245,10245,10245,2024-05-10,2DJX,P,2024-12-20,359.16,4.1326,3660,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.175641185993443
10246,10246,10246,2024-05-10,2DJX,C,2024-12-20,369.26,39.3944,855,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10247,10247,10247,2024-05-10,2DJX,P,2024-12-20,369.26,5.3949,855,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.222296404485647
10248,10248,10248,2024-05-10,2DJX,C,2024-12-20,374.8,34.7239,2768,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10249,10249,10249,2024-05-10,2DJX,P,2024-12-20,374.8,6.0889,2768,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.243377317985133
10250,10250,10250,2024-05-10,2DJX,C,2024-12-20,374.91,34.6318,2768,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10251,10251,10251,2024-05-10,2DJX,P,2024-12-20,374.91,6.1034,2768,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.2437990685523856
10252,10252,10252,2024-05-10,2DJX,C,2024-12-20,375.04,34.5248,6229,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10253,10253,10253,2024-05-10,2DJX,P,2024-12-20,375.04,6.1222,6229,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.2443641093527615
10254,10254,10254,2024-05-10,2DJX,C,2024-12-20,380.85,29.9995,2719,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10255,10255,10255,2024-05-10,2DJX,P,2024-12-20,380.85,7.2228,2719,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.277505880355193
10256,10256,10256,2024-05-10,2DJX,C,2024-12-20,383.34,28.1177,4838,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10257,10257,10257,2024-05-10,2DJX,P,2024-12-20,383.34,7.7522,4838,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.2922531486168354
10258,10258,10258,2024-05-10,2DJX,C,2024-12-20,385.64,26.4203,1342,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10259,10259,10259,2024-05-10,2DJX,P,2024-12-20,385.64,8.2819,1342,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.306401580849638
10260,10260,10260,2024-05-10,2DJX,C,2024-12-20,391.6,22.2665,5888,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10261,10261,10261,2024-05-10,2DJX,P,2024-12-20,391.6,9.8993,5888,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.346643486124861
10262,10262,10262,2024-05-10,2DJX,C,2024-12-20,394.63,20.2865,2600,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10263,10263,10263,2024-05-10,2DJX,P,2024-12-20,394.63,10.8533,2600,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.3684722137407777
10264,10264,10264,2024-05-10,2DJX,C,2024-12-20,396.79,18.8921,1297,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10265,10265,10265,2024-05-10,2DJX,P,2024-12-20,396.79,11.5505,1297,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.3834742591014497
10266,10266,10266,2024-05-10,2DJX,C,2024-12-20,397.43,18.4846,1296,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10267,10267,10267,2024-05-10,2DJX,P,2024-12-20,397.43,11.7627,1296,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.3879111667746726
10268,10268,10268,2024-05-10,2DJX,C,2024-12-20,397.83,18.2316,517,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10269,10269,10269,2024-05-10,2DJX,P,2024-12-20,397.83,11.897,517,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.3906915249931946
10270,10270,10270,2024-05-10,2DJX,C,2024-12-20,399.0,17.4995,1935,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10271,10271,10271,2024-05-10,2DJX,P,2024-12-20,399.0,12.2979,1935,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.3988706848532795
10272,10272,10272,2024-05-10,2DJX,C,2024-12-20,399.51,17.1842,3092,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10273,10273,10273,2024-05-10,2DJX,P,2024-12-20,399.51,12.4764,3092,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.4024559596617587
10274,10274,10274,2024-05-10,2DJX,C,2024-12-20,399.53,17.1718,5156,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10275,10275,10275,2024-05-10,2DJX,P,2024-12-20,399.53,12.4834,5156,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.4025956496035694
10276,10276,10276,2024-05-10,2DJX,C,2024-12-20,399.73,17.0488,4777,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10277,10277,10277,2024-05-10,2DJX,P,2024-12-20,399.73,12.5541,4777,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.4040060156303475
10278,10278,10278,2024-05-10,2DJX,C,2024-12-20,400.01,16.8773,1000,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10279,10279,10279,2024-05-10,2DJX,C,2024-12-20,400.7,16.4689,4114,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10280,10280,10280,2024-05-10,2DJX,P,2024-12-20,400.7,12.9134,4114,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.4111455376915223
10281,10281,10281,2024-05-10,2DJX,C,2024-12-20,402.53,15.4071,512,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10282,10282,10282,2024-05-10,2DJX,P,2024-12-20,402.53,13.6237,512,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,2.424916708402498
10283,10283,10283,2024-05-10,2DJX,C,2024-12-20,420.01,7.2714,825,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,224,0.0
10284,10284,10284,2024-05-10,2DJX,C,2025-01-17,400.0,18.7542,600,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,252,0.0
10285,10285,10285,2024-05-10,2DJX,C,2025-12-19,258.95,149.2999,4024,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10286,10286,10286,2024-05-10,2DJX,P,2025-12-19,258.95,1.9761,4024,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10287,10287,10287,2024-05-10,2DJX,C,2025-12-19,291.59,120.3997,983,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10288,10288,10288,2024-05-10,2DJX,P,2025-12-19,291.59,3.2658,983,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10289,10289,10289,2024-05-10,2DJX,C,2025-12-19,299.21,113.8188,1285,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10290,10290,10290,2024-05-10,2DJX,P,2025-12-19,299.21,3.7329,1285,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10291,10291,10291,2024-05-10,2DJX,P,2025-12-19,310.01,4.4821,600,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10292,10292,10292,2024-05-10,2DJX,C,2025-12-19,322.58,93.9684,822,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10293,10293,10293,2024-05-10,2DJX,P,2025-12-19,322.58,5.4983,822,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10294,10294,10294,2024-05-10,2DJX,C,2025-12-19,330.07,87.9142,596,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10295,10295,10295,2024-05-10,2DJX,P,2025-12-19,330.07,6.3718,596,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10296,10296,10296,2024-05-10,2DJX,C,2025-12-19,331.06,87.1149,592,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10297,10297,10297,2024-05-10,2DJX,P,2025-12-19,331.06,6.4882,592,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10298,10298,10298,2024-05-10,2DJX,C,2025-12-19,331.67,86.6243,614,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10299,10299,10299,2024-05-10,2DJX,P,2025-12-19,331.67,6.5618,614,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10300,10300,10300,2024-05-10,2DJX,C,2025-12-19,334.6,84.2676,587,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10301,10301,10301,2024-05-10,2DJX,P,2025-12-19,334.6,6.9153,587,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10302,10302,10302,2024-05-10,2DJX,C,2025-12-19,334.61,84.2596,587,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10303,10303,10303,2024-05-10,2DJX,P,2025-12-19,334.61,6.9165,587,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10304,10304,10304,2024-05-10,2DJX,C,2025-12-19,336.26,82.9325,3333,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10305,10305,10305,2024-05-10,2DJX,P,2025-12-19,336.26,7.1155,3333,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10306,10306,10306,2024-05-10,2DJX,C,2025-12-19,336.3,82.9003,291,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10307,10307,10307,2024-05-10,2DJX,P,2025-12-19,336.3,7.1203,291,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10308,10308,10308,2024-05-10,2DJX,C,2025-12-19,340.56,79.474,1428,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10309,10309,10309,2024-05-10,2DJX,P,2025-12-19,340.56,7.6342,1428,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10310,10310,10310,2024-05-10,2DJX,C,2025-12-19,341.18,78.9753,1716,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10311,10311,10311,2024-05-10,2DJX,P,2025-12-19,341.18,7.709,1716,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10312,10312,10312,2024-05-10,2DJX,C,2025-12-19,342.03,78.2916,1431,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10313,10313,10313,2024-05-10,2DJX,P,2025-12-19,342.03,7.8115,1431,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10314,10314,10314,2024-05-10,2DJX,C,2025-12-19,342.23,78.1308,576,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10315,10315,10315,2024-05-10,2DJX,P,2025-12-19,342.23,7.8357,576,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10316,10316,10316,2024-05-10,2DJX,C,2025-12-19,346.19,74.9885,1410,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
10317,10317,10317,2024-05-10,2DJX,P,2025-12-19,346.19,8.3561,1410,39466.519531,39579.878906,39406.261719,39512.839844,39512.839844,289480000,588,0.0
